"ano";"mes";"micro";"pequena";"media";"grande"
2022;3;"266,99503885";"562,61448937";"2666,04136521";"3556,23987763001"
2022;4;"192,28559558";"463,21495822";"1082,22227361";"1524,58414381"
2022;5;"210,60375303";"561,27322008";"1315,35213683";"2460,6219356"
2022;6;"612,23719523";"999,974724340001";"2034,41004961";"7821,25385299"
2022;7;"1763,77727699";"3843,38498223";"3286,45605807";"1873,51112581"
2022;8;"2378,38614835001";"4640,61396360999";"3965,46851258";"3147,63334098"
2022;9;"874,740362550001";"1198,85955637";"2163,19398534";"4625,47586791"
2022;10;"419,94388501";"932,499458779998";"1970,36130597";"9020,80835874001"
2022;11;"323,83210674";"828,80718571";"2259,4119388";"7908,24378593"
2022;12;"413,474205080001";"1087,69295636";"3795,94469618";"37107,07910867"
2023;1;"235,26358117";"654,65063275";"1048,41100537";"1337,16285235"
2023;2;"528,98118746";"1639,77684232";"2111,9313863";"1088,1381016"
2023;3;"260,07897324";"647,74313308";"1546,9274417";"1843,95192954"
2023;4;"157,70724569";"501,00231811";"1190,86488511";"3445,08971224"
2023;5;"119,98663003";"519,29323598";"1797,95738866";"2222,73749872"
2023;6;"571,66258662";"1985,37085798";"3554,81005493";"6506,08235122"
